콘텐츠명,판매채널콘텐츠ID,콘텐츠ID,판매채널명,콘텐츠형태,지급정산상태,승인상태,지급정산마스터ID,지급정산상세ID,통합계약ID,지급정산마스터_등록일자
회귀한 황녀는 칸의 자리에 오른다(단행본),911001,328318,인터파크,소설,운영중,미승인,1092003,1084786,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),911000,328318,유페이퍼,소설,운영중,미승인,1092002,1084785,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910999,328318,윌라(전자책),소설,운영중,미승인,1092001,1084784,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910998,328318,웹소설 하이북,소설,운영중,미승인,1092000,1084783,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910997,328318,원스토어(소설),소설,운영중,미승인,1091999,1084782,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910996,328318,올툰(소설),소설,운영중,미승인,1091998,1084781,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910995,328318,예원북스(북팔),소설,운영중,미승인,1091997,1084780,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910994,328318,엠유네트웍스,소설,운영중,미승인,1091996,1084779,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910993,328318,에피루스 이북클럽(B2C),소설,운영중,미승인,1091995,1084778,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910992,328318,에이블리(소설),소설,운영중,미승인,1091994,1084777,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910991,328318,알라딘(소설)(1068659313),소설,운영중,미승인,1091993,1084776,86287,2026-06-09T13:19:31
회귀한 황녀는 칸의 자리에 오른다(단행본),910990,328318,쏘울픽쳐스,소설,운영중,미승인,1091992,1084775,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910989,328318,신영미디어,소설,운영중,미승인,1091991,1084774,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910988,328318,스토린랩(원스토어),소설,운영중,미승인,1091990,1084773,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910987,328318,스토리위즈,소설,운영중,미승인,1091989,1084772,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910986,328318,스타로,소설,운영중,미승인,1091988,1084771,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910985,328318,스낵북(알에스),소설,운영중,미승인,1091987,1084770,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910984,328318,블라이스_일반결제,소설,운영중,미승인,1091986,1084769,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910983,328318,블라이스_인앱결제,소설,운영중,미승인,1091985,1084768,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910982,328318,블라이스 셀렉트,소설,운영중,미승인,1091984,1084767,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910981,328318,북팔(소설),소설,운영중,미승인,1091983,1084766,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910980,328318,북큐브(소설),소설,운영중,미승인,1091982,1084765,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910979,328318,부커스,소설,운영중,미승인,1091981,1084764,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910978,328318,보인,소설,운영중,미승인,1091980,1084763,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910977,328318,버프툰_일반,소설,운영중,미승인,1091979,1084762,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910976,328318,버프툰_독점,소설,운영중,미승인,1091978,1084761,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910975,328318,밀리의 서재,소설,운영중,미승인,1091977,1084760,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910974,328318,미툰앤노벨,소설,운영중,미승인,1091976,1084759,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910973,328318,미스터블루(소설),소설,운영중,미승인,1091975,1084758,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910972,328318,미소설,소설,운영중,미승인,1091974,1084757,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910971,328318,무툰(소설 서비스),소설,운영중,미승인,1091973,1084756,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910970,328318,모픽(mofic),소설,운영중,미승인,1091972,1084755,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910969,328318,리디북스(소설),소설,운영중,미승인,1091971,1084754,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910968,328318,로망띠끄,소설,운영중,미승인,1091970,1084753,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910967,328318,레드아이스,소설,운영중,미승인,1091969,1084752,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910966,328318,라프텔,소설,운영중,미승인,1091968,1084751,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910965,328318,누온,소설,운영중,미승인,1091967,1084750,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910964,328318,노벨피아 (소설),소설,운영중,미승인,1091966,1084749,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910963,328318,구루컴퍼니,소설,운영중,미승인,1091965,1084748,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910962,328318,구글(소설),소설,운영중,미승인,1091964,1084747,86287,2026-06-09T13:19:30
회귀한 황녀는 칸의 자리에 오른다(단행본),910961,328318,교보문고(소설),소설,운영중,미승인,1091963,1084746,86287,2026-06-09T13:19:29
자이가르닉 이펙트 (외부유통),910013,328314,스낵북(알에스),소설,운영중,미승인,1090780,1083567,86282,2026-06-08T15:34:14
자이가르닉 이펙트 (외부유통),910012,328314,네이버_연재(광고수익),소설,운영중,미승인,1090779,1083566,86282,2026-06-08T15:34:14
자이가르닉 이펙트 (외부유통),910011,328314,Yes24(서점),소설,운영중,미승인,1090778,1083565,86282,2026-06-08T15:34:14
자이가르닉 이펙트 (외부유통),910010,328314,OPMS,소설,운영중,미승인,1090777,1083564,86282,2026-06-08T15:34:14
자이가르닉 이펙트 (외부유통),910009,328314,EDITIO,소설,운영중,미승인,1090776,1083563,86282,2026-06-08T15:34:14
자이가르닉 이펙트 (외부유통),910008,328314,한아름(P000003716),소설,운영중,미승인,1090775,1083562,86282,2026-06-08T15:34:14
자이가르닉 이펙트 (외부유통),910007,328314,포스타입,소설,운영중,미승인,1090774,1083561,86282,2026-06-08T15:34:14
자이가르닉 이펙트 (외부유통),910006,328314,토스(소설),소설,운영중,미승인,1090773,1083560,86282,2026-06-08T15:34:13
자이가르닉 이펙트 (외부유통),910005,328314,큐툰(소설 서비스),소설,운영중,미승인,1090772,1083559,86282,2026-06-08T15:34:13
자이가르닉 이펙트 (외부유통),910004,328314,조아라(소설),소설,운영중,미승인,1090771,1083558,86282,2026-06-08T15:34:13
자이가르닉 이펙트 (외부유통),910003,328314,유페이퍼,소설,운영중,미승인,1090770,1083557,86282,2026-06-08T15:34:13
자이가르닉 이펙트 (외부유통),910002,328314,윌라(전자책),소설,운영중,미승인,1090769,1083556,86282,2026-06-08T15:34:13
자이가르닉 이펙트 (외부유통),910001,328314,웹소설 하이북,소설,운영중,미승인,1090768,1083555,86282,2026-06-08T15:34:13
자이가르닉 이펙트 (외부유통),910000,328314,원스토어(소설),소설,운영중,미승인,1090767,1083554,86282,2026-06-08T15:34:13
자이가르닉 이펙트 (외부유통),909999,328314,올툰(소설),소설,운영중,미승인,1090766,1083553,86282,2026-06-08T15:34:12
자이가르닉 이펙트 (외부유통),909998,328314,올툰,소설,운영중,미승인,1090765,1083552,86282,2026-06-08T15:34:12
자이가르닉 이펙트 (외부유통),909997,328314,엠유네트웍스,소설,운영중,미승인,1090764,1083551,86282,2026-06-08T15:34:12
자이가르닉 이펙트 (외부유통),909996,328314,에피루스 이북클럽(B2C),소설,운영중,미승인,1090763,1083550,86282,2026-06-08T15:34:12
자이가르닉 이펙트 (외부유통),909995,328314,에이블리(소설),소설,운영중,미승인,1090762,1083549,86282,2026-06-08T15:34:12
자이가르닉 이펙트 (외부유통),909994,328314,알라딘(소설)(1068659313),소설,운영중,미승인,1090761,1083548,86282,2026-06-08T15:34:12
자이가르닉 이펙트 (외부유통),909993,328314,블라이스_일반결제,소설,운영중,미승인,1090760,1083547,86282,2026-06-08T15:34:12
자이가르닉 이펙트 (외부유통),909992,328314,블라이스_인앱결제,소설,운영중,미승인,1090759,1083546,86282,2026-06-08T15:34:11
자이가르닉 이펙트 (외부유통),909991,328314,북팔(소설),소설,운영중,미승인,1090758,1083545,86282,2026-06-08T15:34:11
자이가르닉 이펙트 (외부유통),909990,328314,북큐브(소설),소설,운영중,미승인,1090757,1083544,86282,2026-06-08T15:34:11
자이가르닉 이펙트 (외부유통),909989,328314,부커스,소설,운영중,미승인,1090756,1083543,86282,2026-06-08T15:34:11
자이가르닉 이펙트 (외부유통),909988,328314,미툰앤노벨,소설,운영중,미승인,1090755,1083542,86282,2026-06-08T15:34:11
자이가르닉 이펙트 (외부유통),909987,328314,미스터블루(소설),소설,운영중,미승인,1090754,1083541,86282,2026-06-08T15:34:11
자이가르닉 이펙트 (외부유통),909986,328314,미소설,소설,운영중,미승인,1090753,1083540,86282,2026-06-08T15:34:11
자이가르닉 이펙트 (외부유통),909985,328314,무툰(소설 서비스),소설,운영중,미승인,1090752,1083539,86282,2026-06-08T15:34:10
자이가르닉 이펙트 (외부유통),909984,328314,모픽(mofic),소설,운영중,미승인,1090751,1083538,86282,2026-06-08T15:34:10
자이가르닉 이펙트 (외부유통),909983,328314,리디북스(이벤트),소설,운영중,미승인,1090750,1083537,86282,2026-06-08T15:34:10
자이가르닉 이펙트 (외부유통),909982,328314,리디북스(소설),소설,운영중,미승인,1090749,1083536,86282,2026-06-08T15:34:10
자이가르닉 이펙트 (외부유통),909981,328314,로망띠끄,소설,운영중,미승인,1090748,1083535,86282,2026-06-08T15:34:10
자이가르닉 이펙트 (외부유통),909980,328314,누온,소설,운영중,미승인,1090747,1083534,86282,2026-06-08T15:34:10
자이가르닉 이펙트 (외부유통),909979,328314,구루컴퍼니,소설,운영중,미승인,1090746,1083533,86282,2026-06-08T15:34:10
자이가르닉 이펙트 (외부유통),909978,328314,구글(소설),소설,운영중,미승인,1090745,1083532,86282,2026-06-08T15:34:09
자이가르닉 이펙트 (외부유통),909977,328314,교보문고(소설),소설,운영중,미승인,1090744,1083531,86282,2026-06-08T15:34:09
자이가르닉 이펙트 (외부유통),909976,328314,카카오페이지(소설),소설,운영중,미승인,1090743,1083530,86282,2026-06-08T15:34:09
자이가르닉 이펙트 (외부유통),909975,328314,네이버_장르(광고수익),소설,운영중,미승인,1090742,1083529,86282,2026-06-08T15:34:09
자이가르닉 이펙트 (외부유통),909974,328314,네이버_장르,소설,운영중,미승인,1090741,1083528,86282,2026-06-08T15:34:09
자이가르닉 이펙트 (외부유통),909973,328314,네이버_일반,소설,운영중,미승인,1090740,1083527,86282,2026-06-08T15:34:09
자이가르닉 이펙트 (외부유통),909972,328314,네이버_연재,소설,운영중,미승인,1090739,1083526,86282,2026-06-08T15:34:09
오늘 밤은 꽃이랑 주무셔요,909971,326459,블라이스_인앱결제,소설,운영중,미승인,1090738,1083525,83903,2026-06-08T15:29:33
딥 인더 홀,909850,328313,리디북스(소설),소설,운영중,승인,1090591,1083378,86281,2026-06-08T15:15:50
야동 경찰,909518,327126,판무림,소설,운영중,미승인,1090130,1082917,84793,2026-06-08T14:29:53
이세계 모험 헬퍼,909494,325671,판무림,소설,운영중,미승인,1090106,1082893,83016,2026-06-08T14:28:25
재벌집 망나니 7대독자,909491,322006,판무림,소설,운영중,미승인,1090101,1082888,79142,2026-06-08T14:27:37
재벌 멱살 잡는 투자 천재,908950,328309,카카오페이지(창작지원금),소설,운영중,미승인,1089337,1082124,86271,2026-06-08T12:12:57
재벌 멱살 잡는 투자 천재,908949,328309,카카오페이지(소설),소설,운영중,미승인,1089336,1082123,86271,2026-06-08T12:12:57
재벌 멱살 잡는 투자 천재,908948,328309,카카오페이지(선투자),소설,운영중,미승인,1089335,1082122,86271,2026-06-08T12:12:57
건강을 끌어당기는 절대법칙,908300,328306,네이버_일반,소설,운영중,미승인,1088779,1081569,86267,2026-06-05T16:47:42
당신에게도 일어날 수 있는 일,908157,328305,북큐브(소설),소설,운영중,미승인,1088616,1081406,86265,2026-06-05T15:50:21
당신에게도 일어날 수 있는 일,908156,328305,미스터블루(소설),소설,운영중,미승인,1088615,1081405,86265,2026-06-05T15:50:21
당신에게도 일어날 수 있는 일,908155,328305,무툰(소설 서비스),소설,운영중,미승인,1088614,1081404,86265,2026-06-05T15:50:21
당신에게도 일어날 수 있는 일,908154,328305,리디북스(소설),소설,운영중,미승인,1088613,1081403,86265,2026-06-05T15:50:21
당신에게도 일어날 수 있는 일,908153,328305,구글(소설),소설,운영중,미승인,1088612,1081402,86265,2026-06-05T15:50:21
군 [단행본],908106,328256,무툰(소설 서비스),소설,운영중,미승인,1088561,1081351,86187,2026-06-05T15:34:13
검 [단행본],908090,328255,무툰(소설 서비스),소설,운영중,미승인,1088542,1081332,86186,2026-06-05T15:29:37
회귀자의 빙판은 금빛(루키),907439,328302,카카오페이지(소설),소설,운영중,승인,1087729,1080519,86262,2026-06-05T12:32:53
마왕이 나노머신을 숨김,488418,109843,무툰(소설 서비스),소설,운영중,미승인,1087728,1080518,86261,2026-06-05T12:32:52
마왕이 나노머신을 숨김,907438,109843,교보문고(소설),소설,운영중,미승인,1087727,1080517,86261,2026-06-05T12:32:09
용사 노릇이 지겨워서 마왕군에 들어갔더니 하루하루가 행복해서 인생 절반 손해봤다,110602,110078,무툰(소설 서비스),소설,운영중,미승인,1087712,1080502,86248,2026-06-05T11:55:04
용사 노릇이 지겨워서 마왕군에 들어갔더니 하루하루가 행복해서 인생 절반 손해봤다,565345,110078,교보문고(소설),소설,운영중,미승인,1087711,1080501,86248,2026-06-05T11:52:46
전생에 천마였던 드래곤,907401,295600,무툰(소설 서비스),소설,운영중,미승인,1087682,1080472,86247,2026-06-05T11:11:01
전생에 천마였던 드래곤,681895,295600,교보문고(소설),소설,운영중,미승인,1087681,1080471,86247,2026-06-05T11:09:57
